area_name,area_code,date,new_cases,total_cases
Tower Hamlets,E09000030,2021-08-28,98,39899
Waltham Forest,E09000031,2021-08-28,77,33096
Wandsworth,E09000032,2021-08-28,93,35623
Westminster,E09000033,2021-08-28,64,21626
Barking and Dagenham,E09000002,2021-08-29,48,28894
Barnet,E09000003,2021-08-29,111,41730
Bexley,E09000004,2021-08-29,63,29534
Brent,E09000005,2021-08-29,88,38618
Bromley,E09000006,2021-08-29,78,34081
Camden,E09000007,2021-08-29,53,21900
Croydon,E09000008,2021-08-29,106,43226
Ealing,E09000009,2021-08-29,119,42550
Enfield,E09000010,2021-08-29,99,37228
Greenwich,E09000011,2021-08-29,48,30774
Hackney and City of London,E09000012,2021-08-29,63,31371
Hammersmith and Fulham,E09000013,2021-08-29,50,20648
Haringey,E09000014,2021-08-29,49,28871
Harrow,E09000015,2021-08-29,72,27985
Havering,E09000016,2021-08-29,93,34001
Hillingdon,E09000017,2021-08-29,103,36109
Hounslow,E09000018,2021-08-29,88,33027
Islington,E09000019,2021-08-29,37,23465
Kensington and Chelsea,E09000020,2021-08-29,40,13895
Kingston upon Thames,E09000021,2021-08-29,44,17398
Lambeth,E09000022,2021-08-29,76,37933
Lewisham,E09000023,2021-08-29,75,31683
Merton,E09000024,2021-08-29,53,22550
Newham,E09000025,2021-08-29,93,45143
Redbridge,E09000026,2021-08-29,82,40755
Richmond upon Thames,E09000027,2021-08-29,46,16903
Southwark,E09000028,2021-08-29,56,34084
Sutton,E09000029,2021-08-29,45,22372
Tower Hamlets,E09000030,2021-08-29,85,39984
Waltham Forest,E09000031,2021-08-29,65,33161
Wandsworth,E09000032,2021-08-29,72,35695
Westminster,E09000033,2021-08-29,46,21672
Barking and Dagenham,E09000002,2021-08-30,68,28962
Barnet,E09000003,2021-08-30,126,41856
Bexley,E09000004,2021-08-30,90,29624
Brent,E09000005,2021-08-30,103,38721
Bromley,E09000006,2021-08-30,117,34198
Camden,E09000007,2021-08-30,78,21978
Croydon,E09000008,2021-08-30,129,43355
Ealing,E09000009,2021-08-30,138,42688
Enfield,E09000010,2021-08-30,77,37305
Greenwich,E09000011,2021-08-30,95,30869
Hackney and City of London,E09000012,2021-08-30,88,31459
Hammersmith and Fulham,E09000013,2021-08-30,47,20695
Haringey,E09000014,2021-08-30,77,28948
Harrow,E09000015,2021-08-30,94,28079
Havering,E09000016,2021-08-30,81,34082
Hillingdon,E09000017,2021-08-30,120,36229
Hounslow,E09000018,2021-08-30,114,33141
Islington,E09000019,2021-08-30,57,23522
Kensington and Chelsea,E09000020,2021-08-30,33,13928
Kingston upon Thames,E09000021,2021-08-30,47,17445
Lambeth,E09000022,2021-08-30,110,38043
Lewisham,E09000023,2021-08-30,65,31748
Merton,E09000024,2021-08-30,72,22622
Newham,E09000025,2021-08-30,94,45237
Redbridge,E09000026,2021-08-30,100,40855
Richmond upon Thames,E09000027,2021-08-30,70,16973
Southwark,E09000028,2021-08-30,97,34181
Sutton,E09000029,2021-08-30,78,22450
Tower Hamlets,E09000030,2021-08-30,87,40071
Waltham Forest,E09000031,2021-08-30,95,33256
Wandsworth,E09000032,2021-08-30,103,35798
Westminster,E09000033,2021-08-30,62,21734
Barking and Dagenham,E09000002,2021-08-31,97,29059
Barnet,E09000003,2021-08-31,135,41991
Bexley,E09000004,2021-08-31,102,29726
Brent,E09000005,2021-08-31,152,38873
Bromley,E09000006,2021-08-31,160,34358
Camden,E09000007,2021-08-31,91,22069
Croydon,E09000008,2021-08-31,197,43552
Ealing,E09000009,2021-08-31,170,42858
Enfield,E09000010,2021-08-31,105,37410
Greenwich,E09000011,2021-08-31,115,30984
Hackney and City of London,E09000012,2021-08-31,122,31581
Hammersmith and Fulham,E09000013,2021-08-31,92,20787
Haringey,E09000014,2021-08-31,105,29053
Harrow,E09000015,2021-08-31,115,28194
Havering,E09000016,2021-08-31,100,34182
Hillingdon,E09000017,2021-08-31,146,36375
Hounslow,E09000018,2021-08-31,123,33264
Islington,E09000019,2021-08-31,74,23596
Kensington and Chelsea,E09000020,2021-08-31,57,13985
Kingston upon Thames,E09000021,2021-08-31,93,17538
Lambeth,E09000022,2021-08-31,158,38201
Lewisham,E09000023,2021-08-31,112,31860
Merton,E09000024,2021-08-31,74,22696
Newham,E09000025,2021-08-31,118,45355
Redbridge,E09000026,2021-08-31,124,40979
Richmond upon Thames,E09000027,2021-08-31,93,17066
Southwark,E09000028,2021-08-31,148,34329
Sutton,E09000029,2021-08-31,99,22549
Tower Hamlets,E09000030,2021-08-31,111,40182
Waltham Forest,E09000031,2021-08-31,104,33360
Wandsworth,E09000032,2021-08-31,144,35942
Westminster,E09000033,2021-08-31,78,21812
Barking and Dagenham,E09000002,2021-09-01,86,29145
Barnet,E09000003,2021-09-01,170,42161
Bexley,E09000004,2021-09-01,113,29839
Brent,E09000005,2021-09-01,135,39008
Bromley,E09000006,2021-09-01,156,34514
Camden,E09000007,2021-09-01,96,22165
Croydon,E09000008,2021-09-01,182,43734
Ealing,E09000009,2021-09-01,153,43011
Enfield,E09000010,2021-09-01,115,37525
Greenwich,E09000011,2021-09-01,90,31074
Hackney and City of London,E09000012,2021-09-01,132,31713
Hammersmith and Fulham,E09000013,2021-09-01,71,20858
Haringey,E09000014,2021-09-01,105,29158
Harrow,E09000015,2021-09-01,120,28314
Havering,E09000016,2021-09-01,100,34282
Hillingdon,E09000017,2021-09-01,132,36507
Hounslow,E09000018,2021-09-01,132,33396
Islington,E09000019,2021-09-01,85,23681
Kensington and Chelsea,E09000020,2021-09-01,51,14036
Kingston upon Thames,E09000021,2021-09-01,67,17605
Lambeth,E09000022,2021-09-01,139,38340
Lewisham,E09000023,2021-09-01,106,31966
Merton,E09000024,2021-09-01,84,22780
Newham,E09000025,2021-09-01,108,45463
Redbridge,E09000026,2021-09-01,113,41092
Richmond upon Thames,E09000027,2021-09-01,78,17144
Southwark,E09000028,2021-09-01,124,34453
Sutton,E09000029,2021-09-01,92,22641
Tower Hamlets,E09000030,2021-09-01,122,40304
Waltham Forest,E09000031,2021-09-01,108,33468
Wandsworth,E09000032,2021-09-01,154,36096
Westminster,E09000033,2021-09-01,88,21900
Barking and Dagenham,E09000002,2021-09-02,87,29232
Barnet,E09000003,2021-09-02,151,42312
Bexley,E09000004,2021-09-02,103,29942
Brent,E09000005,2021-09-02,143,39151
Bromley,E09000006,2021-09-02,171,34685
Camden,E09000007,2021-09-02,78,22243
Croydon,E09000008,2021-09-02,177,43911
Ealing,E09000009,2021-09-02,175,43186
Enfield,E09000010,2021-09-02,131,37656
Greenwich,E09000011,2021-09-02,109,31183
Hackney and City of London,E09000012,2021-09-02,123,31836
Hammersmith and Fulham,E09000013,2021-09-02,80,20938
Haringey,E09000014,2021-09-02,87,29245
Harrow,E09000015,2021-09-02,124,28438
Havering,E09000016,2021-09-02,127,34409
Hillingdon,E09000017,2021-09-02,149,36656
Hounslow,E09000018,2021-09-02,115,33511
Islington,E09000019,2021-09-02,100,23781
Kensington and Chelsea,E09000020,2021-09-02,53,14089
Kingston upon Thames,E09000021,2021-09-02,67,17672
Lambeth,E09000022,2021-09-02,137,38477
Lewisham,E09000023,2021-09-02,131,32097
Merton,E09000024,2021-09-02,101,22881
Newham,E09000025,2021-09-02,135,45598
Redbridge,E09000026,2021-09-02,111,41203
Richmond upon Thames,E09000027,2021-09-02,92,17236
Southwark,E09000028,2021-09-02,125,34578
Sutton,E09000029,2021-09-02,89,22730
Tower Hamlets,E09000030,2021-09-02,109,40413
Waltham Forest,E09000031,2021-09-02,116,33584
Wandsworth,E09000032,2021-09-02,136,36232
Westminster,E09000033,2021-09-02,90,21990
Barking and Dagenham,E09000002,2021-09-03,78,29310
Barnet,E09000003,2021-09-03,172,42484
Bexley,E09000004,2021-09-03,95,30037
Brent,E09000005,2021-09-03,109,39260
Bromley,E09000006,2021-09-03,150,34835
Camden,E09000007,2021-09-03,96,22339
Croydon,E09000008,2021-09-03,174,44085
Ealing,E09000009,2021-09-03,157,43343
Enfield,E09000010,2021-09-03,105,37761
Greenwich,E09000011,2021-09-03,103,31286
Hackney and City of London,E09000012,2021-09-03,73,31909
Hammersmith and Fulham,E09000013,2021-09-03,73,21011
Haringey,E09000014,2021-09-03,98,29343
Harrow,E09000015,2021-09-03,115,28553
Havering,E09000016,2021-09-03,102,34511
Hillingdon,E09000017,2021-09-03,141,36797
Hounslow,E09000018,2021-09-03,107,33618
Islington,E09000019,2021-09-03,60,23841
Kensington and Chelsea,E09000020,2021-09-03,51,14140
Kingston upon Thames,E09000021,2021-09-03,73,17745
Lambeth,E09000022,2021-09-03,128,38605
Lewisham,E09000023,2021-09-03,111,32208
Merton,E09000024,2021-09-03,71,22952
Newham,E09000025,2021-09-03,142,45740
Redbridge,E09000026,2021-09-03,147,41350
Richmond upon Thames,E09000027,2021-09-03,92,17328
Southwark,E09000028,2021-09-03,122,34700
Sutton,E09000029,2021-09-03,78,22808
Tower Hamlets,E09000030,2021-09-03,134,40547
Waltham Forest,E09000031,2021-09-03,123,33707
Wandsworth,E09000032,2021-09-03,100,36332
Westminster,E09000033,2021-09-03,78,22068
Barking and Dagenham,E09000002,2021-09-04,60,29370
Barnet,E09000003,2021-09-04,134,42618
Bexley,E09000004,2021-09-04,58,30095
Brent,E09000005,2021-09-04,93,39353
Bromley,E09000006,2021-09-04,102,34937
Camden,E09000007,2021-09-04,50,22389
Croydon,E09000008,2021-09-04,152,44237
Ealing,E09000009,2021-09-04,115,43458
Enfield,E09000010,2021-09-04,80,37841
Greenwich,E09000011,2021-09-04,76,31362
Hackney and City of London,E09000012,2021-09-04,69,31978
Hammersmith and Fulham,E09000013,2021-09-04,69,21080
Haringey,E09000014,2021-09-04,81,29424
Harrow,E09000015,2021-09-04,112,28665
Havering,E09000016,2021-09-04,91,34602
Hillingdon,E09000017,2021-09-04,116,36913
Hounslow,E09000018,2021-09-04,84,33702
Islington,E09000019,2021-09-04,60,23901
Kensington and Chelsea,E09000020,2021-09-04,49,14189
Kingston upon Thames,E09000021,2021-09-04,35,17780
Lambeth,E09000022,2021-09-04,91,38696
Lewisham,E09000023,2021-09-04,79,32287
Merton,E09000024,2021-09-04,83,23035
Newham,E09000025,2021-09-04,114,45854
Redbridge,E09000026,2021-09-04,111,41461
Richmond upon Thames,E09000027,2021-09-04,60,17388
Southwark,E09000028,2021-09-04,78,34778
Sutton,E09000029,2021-09-04,79,22887
Tower Hamlets,E09000030,2021-09-04,88,40635
Waltham Forest,E09000031,2021-09-04,90,33797
Wandsworth,E09000032,2021-09-04,86,36418
Westminster,E09000033,2021-09-04,68,22136
Barking and Dagenham,E09000002,2021-09-05,75,29445
Barnet,E09000003,2021-09-05,130,42748
Bexley,E09000004,2021-09-05,81,30176
Brent,E09000005,2021-09-05,111,39464
Bromley,E09000006,2021-09-05,77,35014
Camden,E09000007,2021-09-05,56,22445
Croydon,E09000008,2021-09-05,140,44377
Ealing,E09000009,2021-09-05,153,43611
Enfield,E09000010,2021-09-05,89,37930
Greenwich,E09000011,2021-09-05,67,31429
Hackney and City of London,E09000012,2021-09-05,65,32043
Hammersmith and Fulham,E09000013,2021-09-05,44,21124
Haringey,E09000014,2021-09-05,74,29498
Harrow,E09000015,2021-09-05,107,28772
Havering,E09000016,2021-09-05,84,34686
Hillingdon,E09000017,2021-09-05,97,37010
Hounslow,E09000018,2021-09-05,86,33788
Islington,E09000019,2021-09-05,56,23957
Kensington and Chelsea,E09000020,2021-09-05,35,14224
Kingston upon Thames,E09000021,2021-09-05,47,17827
Lambeth,E09000022,2021-09-05,92,38788
Lewisham,E09000023,2021-09-05,76,32363
Merton,E09000024,2021-09-05,64,23099
Newham,E09000025,2021-09-05,95,45949
Redbridge,E09000026,2021-09-05,107,41568
Richmond upon Thames,E09000027,2021-09-05,67,17455
Southwark,E09000028,2021-09-05,70,34848
Sutton,E09000029,2021-09-05,63,22950
Tower Hamlets,E09000030,2021-09-05,69,40704
Waltham Forest,E09000031,2021-09-05,104,33901
Wandsworth,E09000032,2021-09-05,104,36522
Westminster,E09000033,2021-09-05,68,22204
Barking and Dagenham,E09000002,2021-09-06,115,29560
Barnet,E09000003,2021-09-06,181,42929
Bexley,E09000004,2021-09-06,113,30289
Brent,E09000005,2021-09-06,141,39605
Bromley,E09000006,2021-09-06,152,35166
Camden,E09000007,2021-09-06,106,22551
Croydon,E09000008,2021-09-06,166,44543
Ealing,E09000009,2021-09-06,174,43785
Enfield,E09000010,2021-09-06,130,38060
Greenwich,E09000011,2021-09-06,94,31523
Hackney and City of London,E09000012,2021-09-06,74,32117
Hammersmith and Fulham,E09000013,2021-09-06,96,21220
Haringey,E09000014,2021-09-06,92,29590
Harrow,E09000015,2021-09-06,116,28888
Havering,E09000016,2021-09-06,129,34815
Hillingdon,E09000017,2021-09-06,166,37176
Hounslow,E09000018,2021-09-06,146,33934
Islington,E09000019,2021-09-06,76,24033
Kensington and Chelsea,E09000020,2021-09-06,67,14291
Kingston upon Thames,E09000021,2021-09-06,66,17893
Lambeth,E09000022,2021-09-06,141,38929
Lewisham,E09000023,2021-09-06,95,32458
Merton,E09000024,2021-09-06,86,23185
Newham,E09000025,2021-09-06,164,46113
Redbridge,E09000026,2021-09-06,144,41712
Richmond upon Thames,E09000027,2021-09-06,92,17547
Southwark,E09000028,2021-09-06,131,34979
Sutton,E09000029,2021-09-06,90,23040
Tower Hamlets,E09000030,2021-09-06,105,40809
Waltham Forest,E09000031,2021-09-06,125,34026
Wandsworth,E09000032,2021-09-06,126,36648
Westminster,E09000033,2021-09-06,79,22283
Barking and Dagenham,E09000002,2021-09-07,77,29637
Barnet,E09000003,2021-09-07,144,43073
Bexley,E09000004,2021-09-07,106,30395
Brent,E09000005,2021-09-07,133,39738
Bromley,E09000006,2021-09-07,124,35290
Camden,E09000007,2021-09-07,99,22650
Croydon,E09000008,2021-09-07,163,44706
Ealing,E09000009,2021-09-07,147,43932
Enfield,E09000010,2021-09-07,125,38185
Greenwich,E09000011,2021-09-07,125,31648
Hackney and City of London,E09000012,2021-09-07,84,32201
Hammersmith and Fulham,E09000013,2021-09-07,60,21280
Haringey,E09000014,2021-09-07,80,29670
Harrow,E09000015,2021-09-07,115,29003
Havering,E09000016,2021-09-07,96,34911
Hillingdon,E09000017,2021-09-07,120,37296
Hounslow,E09000018,2021-09-07,118,34052
Islington,E09000019,2021-09-07,96,24129
Kensington and Chelsea,E09000020,2021-09-07,57,14348
Kingston upon Thames,E09000021,2021-09-07,67,17960
Lambeth,E09000022,2021-09-07,129,39058
Lewisham,E09000023,2021-09-07,113,32571
Merton,E09000024,2021-09-07,81,23266
Newham,E09000025,2021-09-07,123,46236
Redbridge,E09000026,2021-09-07,144,41856
Richmond upon Thames,E09000027,2021-09-07,65,17612
Southwark,E09000028,2021-09-07,94,35073
Sutton,E09000029,2021-09-07,65,23105
Tower Hamlets,E09000030,2021-09-07,125,40934
Waltham Forest,E09000031,2021-09-07,121,34147
Wandsworth,E09000032,2021-09-07,107,36755
Westminster,E09000033,2021-09-07,80,22363
Barking and Dagenham,E09000002,2021-09-08,90,29727
Barnet,E09000003,2021-09-08,154,43227
Bexley,E09000004,2021-09-08,73,30468
Brent,E09000005,2021-09-08,110,39848
Bromley,E09000006,2021-09-08,114,35404
Camden,E09000007,2021-09-08,77,22727
Croydon,E09000008,2021-09-08,152,44858
Ealing,E09000009,2021-09-08,145,44077
Enfield,E09000010,2021-09-08,101,38286
Greenwich,E09000011,2021-09-08,89,31737
Hackney and City of London,E09000012,2021-09-08,80,32281
Hammersmith and Fulham,E09000013,2021-09-08,78,21358
Haringey,E09000014,2021-09-08,94,29764
Harrow,E09000015,2021-09-08,104,29107
Havering,E09000016,2021-09-08,88,34999
Hillingdon,E09000017,2021-09-08,121,37417
Hounslow,E09000018,2021-09-08,118,34170
Islington,E09000019,2021-09-08,66,24195
Kensington and Chelsea,E09000020,2021-09-08,51,14399
Kingston upon Thames,E09000021,2021-09-08,54,18014
Lambeth,E09000022,2021-09-08,125,39183
Lewisham,E09000023,2021-09-08,110,32681
Merton,E09000024,2021-09-08,76,23342
Newham,E09000025,2021-09-08,133,46369
Redbridge,E09000026,2021-09-08,128,41984
Richmond upon Thames,E09000027,2021-09-08,53,17665
Southwark,E09000028,2021-09-08,99,35172
Sutton,E09000029,2021-09-08,71,23176
Tower Hamlets,E09000030,2021-09-08,90,41024
Waltham Forest,E09000031,2021-09-08,116,34263
Wandsworth,E09000032,2021-09-08,100,36855
Westminster,E09000033,2021-09-08,79,22442
Barking and Dagenham,E09000002,2021-09-09,66,29793
Barnet,E09000003,2021-09-09,173,43400
Bexley,E09000004,2021-09-09,103,30571
Brent,E09000005,2021-09-09,91,39939
Bromley,E09000006,2021-09-09,98,35502
Camden,E09000007,2021-09-09,92,22819
Croydon,E09000008,2021-09-09,128,44986
Ealing,E09000009,2021-09-09,137,44214
Enfield,E09000010,2021-09-09,105,38391
Greenwich,E09000011,2021-09-09,85,31822
Hackney and City of London,E09000012,2021-09-09,70,32351
Hammersmith and Fulham,E09000013,2021-09-09,54,21412
Haringey,E09000014,2021-09-09,71,29835
Harrow,E09000015,2021-09-09,98,29205
Havering,E09000016,2021-09-09,86,35085
Hillingdon,E09000017,2021-09-09,91,37508
Hounslow,E09000018,2021-09-09,108,34278
Islington,E09000019,2021-09-09,50,24245
Kensington and Chelsea,E09000020,2021-09-09,43,14442
Kingston upon Thames,E09000021,2021-09-09,53,18067
Lambeth,E09000022,2021-09-09,104,39287
Lewisham,E09000023,2021-09-09,92,32773
Merton,E09000024,2021-09-09,47,23389
Newham,E09000025,2021-09-09,84,46453
Redbridge,E09000026,2021-09-09,97,42081
Richmond upon Thames,E09000027,2021-09-09,63,17728
Southwark,E09000028,2021-09-09,74,35246
Sutton,E09000029,2021-09-09,72,23248
Tower Hamlets,E09000030,2021-09-09,76,41100
Waltham Forest,E09000031,2021-09-09,82,34345
Wandsworth,E09000032,2021-09-09,73,36928
Westminster,E09000033,2021-09-09,81,22523
Barking and Dagenham,E09000002,2021-09-10,54,29847
Barnet,E09000003,2021-09-10,130,43530
Bexley,E09000004,2021-09-10,77,30648
Brent,E09000005,2021-09-10,94,40033
Bromley,E09000006,2021-09-10,95,35597
Camden,E09000007,2021-09-10,76,22895
Croydon,E09000008,2021-09-10,147,45133
Ealing,E09000009,2021-09-10,93,44307
Enfield,E09000010,2021-09-10,90,38481
Greenwich,E09000011,2021-09-10,78,31900
Hackney and City of London,E09000012,2021-09-10,60,32411
Hammersmith and Fulham,E09000013,2021-09-10,59,21471
Haringey,E09000014,2021-09-10,73,29908
Harrow,E09000015,2021-09-10,64,29269
Havering,E09000016,2021-09-10,79,35164
Hillingdon,E09000017,2021-09-10,85,37593
Hounslow,E09000018,2021-09-10,73,34351
Islington,E09000019,2021-09-10,66,24311
Kensington and Chelsea,E09000020,2021-09-10,36,14478
Kingston upon Thames,E09000021,2021-09-10,61,18128
Lambeth,E09000022,2021-09-10,92,39379
Lewisham,E09000023,2021-09-10,88,32861
Merton,E09000024,2021-09-10,74,23463
Newham,E09000025,2021-09-10,97,46550
Redbridge,E09000026,2021-09-10,100,42181
Richmond upon Thames,E09000027,2021-09-10,50,17778
Southwark,E09000028,2021-09-10,78,35324
Sutton,E09000029,2021-09-10,58,23306
Tower Hamlets,E09000030,2021-09-10,79,41179
Waltham Forest,E09000031,2021-09-10,79,34424
Wandsworth,E09000032,2021-09-10,70,36998
Westminster,E09000033,2021-09-10,57,22580
Barking and Dagenham,E09000002,2021-09-11,40,29887
Barnet,E09000003,2021-09-11,106,43636
Bexley,E09000004,2021-09-11,65,30713
Brent,E09000005,2021-09-11,79,40112
Bromley,E09000006,2021-09-11,87,35684
Camden,E09000007,2021-09-11,40,22935
Croydon,E09000008,2021-09-11,110,45243
Ealing,E09000009,2021-09-11,104,44411
Enfield,E09000010,2021-09-11,85,38566
Greenwich,E09000011,2021-09-11,52,31952
Hackney and City of London,E09000012,2021-09-11,48,32459
Hammersmith and Fulham,E09000013,2021-09-11,37,21508
Haringey,E09000014,2021-09-11,74,29982
Harrow,E09000015,2021-09-11,82,29351
Havering,E09000016,2021-09-11,83,35247
Hillingdon,E09000017,2021-09-11,96,37689
Hounslow,E09000018,2021-09-11,78,34429
Islington,E09000019,2021-09-11,55,24366
Kensington and Chelsea,E09000020,2021-09-11,47,14525
Kingston upon Thames,E09000021,2021-09-11,44,18172
Lambeth,E09000022,2021-09-11,79,39458
Lewisham,E09000023,2021-09-11,80,32941
Merton,E09000024,2021-09-11,51,23514
Newham,E09000025,2021-09-11,78,46628
Redbridge,E09000026,2021-09-11,58,42239
Richmond upon Thames,E09000027,2021-09-11,40,17818
Southwark,E09000028,2021-09-11,48,35372
Sutton,E09000029,2021-09-11,59,23365
Tower Hamlets,E09000030,2021-09-11,72,41251
Waltham Forest,E09000031,2021-09-11,57,34481
Wandsworth,E09000032,2021-09-11,73,37071
Westminster,E09000033,2021-09-11,61,22641
Barking and Dagenham,E09000002,2021-09-12,45,29932
Barnet,E09000003,2021-09-12,123,43759
Bexley,E09000004,2021-09-12,55,30768
Brent,E09000005,2021-09-12,83,40195
Bromley,E09000006,2021-09-12,89,35773
Camden,E09000007,2021-09-12,47,22982
Croydon,E09000008,2021-09-12,89,45332
Ealing,E09000009,2021-09-12,78,44489
Enfield,E09000010,2021-09-12,62,38628
Greenwich,E09000011,2021-09-12,60,32012
Hackney and City of London,E09000012,2021-09-12,41,32500
Hammersmith and Fulham,E09000013,2021-09-12,41,21549
Haringey,E09000014,2021-09-12,62,30044
Harrow,E09000015,2021-09-12,90,29441
Havering,E09000016,2021-09-12,55,35302
Hillingdon,E09000017,2021-09-12,58,37747
Hounslow,E09000018,2021-09-12,77,34506
Islington,E09000019,2021-09-12,43,24409
Kensington and Chelsea,E09000020,2021-09-12,37,14562
Kingston upon Thames,E09000021,2021-09-12,43,18215
Lambeth,E09000022,2021-09-12,67,39525
Lewisham,E09000023,2021-09-12,73,33014
Merton,E09000024,2021-09-12,54,23568
Newham,E09000025,2021-09-12,55,46683
Redbridge,E09000026,2021-09-12,74,42313
Richmond upon Thames,E09000027,2021-09-12,67,17885
Southwark,E09000028,2021-09-12,40,35412
Sutton,E09000029,2021-09-12,50,23415
Tower Hamlets,E09000030,2021-09-12,44,41295
Waltham Forest,E09000031,2021-09-12,66,34547
Wandsworth,E09000032,2021-09-12,84,37155
Westminster,E09000033,2021-09-12,61,22702
Barking and Dagenham,E09000002,2021-09-13,57,29989
Barnet,E09000003,2021-09-13,140,43899
Bexley,E09000004,2021-09-13,81,30849
Brent,E09000005,2021-09-13,98,40293
Bromley,E09000006,2021-09-13,104,35877
Camden,E09000007,2021-09-13,60,23042
Croydon,E09000008,2021-09-13,130,45462
Ealing,E09000009,2021-09-13,120,44609
Enfield,E09000010,2021-09-13,75,38703
Greenwich,E09000011,2021-09-13,106,32118
Hackney and City of London,E09000012,2021-09-13,66,32566
Hammersmith and Fulham,E09000013,2021-09-13,67,21616
Haringey,E09000014,2021-09-13,75,30119
Harrow,E09000015,2021-09-13,96,29537
Havering,E09000016,2021-09-13,76,35378
Hillingdon,E09000017,2021-09-13,112,37859
Hounslow,E09000018,2021-09-13,137,34643
Islington,E09000019,2021-09-13,73,24482
Kensington and Chelsea,E09000020,2021-09-13,48,14610
Kingston upon Thames,E09000021,2021-09-13,51,18266
Lambeth,E09000022,2021-09-13,104,39629
Lewisham,E09000023,2021-09-13,99,33113
Merton,E09000024,2021-09-13,72,23640
Newham,E09000025,2021-09-13,87,46770
Redbridge,E09000026,2021-09-13,117,42430
Richmond upon Thames,E09000027,2021-09-13,58,17943
Southwark,E09000028,2021-09-13,94,35506
Sutton,E09000029,2021-09-13,65,23480
Tower Hamlets,E09000030,2021-09-13,84,41379
Waltham Forest,E09000031,2021-09-13,69,34616
Wandsworth,E09000032,2021-09-13,97,37252
Westminster,E09000033,2021-09-13,68,22770
Barking and Dagenham,E09000002,2021-09-14,59,30048
Barnet,E09000003,2021-09-14,141,44040
Bexley,E09000004,2021-09-14,72,30921
Brent,E09000005,2021-09-14,82,40375
Bromley,E09000006,2021-09-14,90,35967
Camden,E09000007,2021-09-14,54,23096
Croydon,E09000008,2021-09-14,94,45556
Ealing,E09000009,2021-09-14,122,44731
Enfield,E09000010,2021-09-14,83,38786
Greenwich,E09000011,2021-09-14,84,32202
Hackney and City of London,E09000012,2021-09-14,75,32641
Hammersmith and Fulham,E09000013,2021-09-14,63,21679
Haringey,E09000014,2021-09-14,69,30188
Harrow,E09000015,2021-09-14,78,29615
Havering,E09000016,2021-09-14,88,35466
Hillingdon,E09000017,2021-09-14,129,37988
Hounslow,E09000018,2021-09-14,89,34732
Islington,E09000019,2021-09-14,63,24545
Kensington and Chelsea,E09000020,2021-09-14,42,14652
Kingston upon Thames,E09000021,2021-09-14,68,18334
Lambeth,E09000022,2021-09-14,99,39728
Lewisham,E09000023,2021-09-14,77,33190
Merton,E09000024,2021-09-14,67,23707
Newham,E09000025,2021-09-14,95,46865
Redbridge,E09000026,2021-09-14,75,42505
Richmond upon Thames,E09000027,2021-09-14,57,18000
Southwark,E09000028,2021-09-14,77,35583
Sutton,E09000029,2021-09-14,62,23542
Tower Hamlets,E09000030,2021-09-14,83,41462
Waltham Forest,E09000031,2021-09-14,80,34696
Wandsworth,E09000032,2021-09-14,98,37350
Westminster,E09000033,2021-09-14,83,22853
Barking and Dagenham,E09000002,2021-09-15,58,30106
Barnet,E09000003,2021-09-15,144,44184
Bexley,E09000004,2021-09-15,61,30982
Brent,E09000005,2021-09-15,74,40449
Bromley,E09000006,2021-09-15,76,36043
Camden,E09000007,2021-09-15,58,23154
Croydon,E09000008,2021-09-15,123,45679
Ealing,E09000009,2021-09-15,112,44843
Enfield,E09000010,2021-09-15,64,38850
Greenwich,E09000011,2021-09-15,78,32280
Hackney and City of London,E09000012,2021-09-15,46,32687
Hammersmith and Fulham,E09000013,2021-09-15,60,21739
Haringey,E09000014,2021-09-15,60,30248
Harrow,E09000015,2021-09-15,59,29674
Havering,E09000016,2021-09-15,56,35522
Hillingdon,E09000017,2021-09-15,114,38102
Hounslow,E09000018,2021-09-15,123,34855
Islington,E09000019,2021-09-15,60,24605
Kensington and Chelsea,E09000020,2021-09-15,46,14698
Kingston upon Thames,E09000021,2021-09-15,58,18392
Lambeth,E09000022,2021-09-15,95,39823
Lewisham,E09000023,2021-09-15,63,33253
Merton,E09000024,2021-09-15,48,23755
Newham,E09000025,2021-09-15,79,46944
Redbridge,E09000026,2021-09-15,89,42594
Richmond upon Thames,E09000027,2021-09-15,69,18069
Southwark,E09000028,2021-09-15,52,35635
Sutton,E09000029,2021-09-15,62,23604
Tower Hamlets,E09000030,2021-09-15,97,41559
Waltham Forest,E09000031,2021-09-15,75,34771
Wandsworth,E09000032,2021-09-15,100,37450
Westminster,E09000033,2021-09-15,67,22920
Barking and Dagenham,E09000002,2021-09-16,47,30153
Barnet,E09000003,2021-09-16,117,44301
Bexley,E09000004,2021-09-16,54,31036
Brent,E09000005,2021-09-16,71,40520
Bromley,E09000006,2021-09-16,95,36138
Camden,E09000007,2021-09-16,51,23205
Croydon,E09000008,2021-09-16,105,45784
Ealing,E09000009,2021-09-16,116,44959
Enfield,E09000010,2021-09-16,79,38929
Greenwich,E09000011,2021-09-16,70,32350
Hackney and City of London,E09000012,2021-09-16,56,32743
Hammersmith and Fulham,E09000013,2021-09-16,48,21787
Haringey,E09000014,2021-09-16,66,30314
Harrow,E09000015,2021-09-16,79,29753
Havering,E09000016,2021-09-16,68,35590
Hillingdon,E09000017,2021-09-16,85,38187
Hounslow,E09000018,2021-09-16,99,34954
Islington,E09000019,2021-09-16,57,24662
Kensington and Chelsea,E09000020,2021-09-16,54,14752
